fullName,country,politicalGroup,id,nationalPoliticalGroup,twitter_urls,faceboook_urls,officialURL,GroupShort,screen_name,user_id
Magdalena ADAMOWICZ,Poland,Group of the European People's Party (Christian Democrats),197490,Independent,https://twitter.com/Adamowicz_Magda,https://www.facebook.com/adamowicz.magdalena,https://www.europarl.europa.eu/meps/en/197490,EPP,Adamowicz_Magda,1100499396041625601
Asim ADEMOV,Bulgaria,Group of the European People's Party (Christian Democrats),189525,Citizens for European Development of Bulgaria,NA,https://www.facebook.com/AdemovAsim/,https://www.europarl.europa.eu/meps/en/189525,EPP,AdemovAsim,907625645773086720
Isabella ADINOLFI,Italy,Non-attached Members,124831,Movimento 5 Stelle,https://twitter.com/Isa_Adinolfi,NA,https://www.europarl.europa.eu/meps/en/124831,"NA",Isa_Adinolfi,2195622679
Matteo ADINOLFI,Italy,Identity and Democracy Group,197826,Lega,NA,https://www.facebook.com/MatteoAdinolfiLega,https://www.europarl.europa.eu/meps/en/197826,ID,adinolfi_matteo,1124950201523941376
Alex AGIUS SALIBA,Malta,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197403,Partit Laburista,NA,https://www.facebook.com/alexagiussaliba,https://www.europarl.europa.eu/meps/en/197403,S&D,alexagiussaliba,91314199
Mazaly AGUILAR,Spain,European Conservatives and Reformists Group,198096,VOX,NA,NA,https://www.europarl.europa.eu/meps/en/198096,ECR,MazalyAguilar,1149649381286711296
Clara AGUILERA,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,125045,Partido Socialista Obrero Español,https://twitter.com/ClaraAguilera7,https://www.facebook.com/profile.php?id=100001665941538,https://www.europarl.europa.eu/meps/en/125045,S&D,ClaraAguilera7,939966774
Scott AINSLIE,United Kingdom,Group of the Greens/European Free Alliance,197696,Green Party,https://twitter.com/scottjainslie,NA,https://www.europarl.europa.eu/meps/en/197696,Greens–EFA,ScottMEPLondon,1301100498
Alexander ALEXANDROV YORDANOV,Bulgaria,Group of the European People's Party (Christian Democrats),197836,Union of Democratic Forces,NA,NA,https://www.europarl.europa.eu/meps/en/197836,EPP,NA,NA
François ALFONSI,France,Group of the Greens/European Free Alliance,96750,Régions et Peuples Solidaires,NA,NA,https://www.europarl.europa.eu/meps/en/96750,Greens–EFA,F_Alfonsi,60264136
Atidzhe ALIEVA-VELI,Bulgaria,Renew Europe Group,197848,Movement for Rights and Freedoms,NA,NA,https://www.europarl.europa.eu/meps/en/197848,RE,NA,NA
Christian ALLARD,United Kingdom,Group of the Greens/European Free Alliance,197644,Scottish National Party,https://twitter.com/christia_allard,https://www.facebook.com/Christian-Allard-SNP-188389381206166,https://www.europarl.europa.eu/meps/en/197644,Greens–EFA,Christia_Allard,932563111
Abir AL-SAHLANI,Sweden,Renew Europe Group,197400,Centerpartiet,https://twitter.com/abiralsahlani,https://www.facebook.com/abirtillbryssel/,https://www.europarl.europa.eu/meps/en/197400,RE,AbirAlsahlani,18690932
Álvaro AMARO,Portugal,Group of the European People's Party (Christian Democrats),197746,Partido Social Democrata,NA,NA,https://www.europarl.europa.eu/meps/en/197746,EPP,NA,NA
Andris AMERIKS,Latvia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197783,Gods kalpot Rīgai,https://twitter.com/AndrisAmeriks,https://www.facebook.com/Andris.Ameriks/,https://www.europarl.europa.eu/meps/en/197783,S&D,AndrisAmeriks,102979056
Christine ANDERSON,Germany,Identity and Democracy Group,197475,Alternative für Deutschland,NA,NA,https://www.europarl.europa.eu/meps/en/197475,ID,NA,NA
Martina ANDERSON,United Kingdom,Confederal Group of the European United Left - Nordic Green Left,113959,Sinn Fein,https://twitter.com/M_AndersonSF,https::/www.facebook.com/MartinaSFEurope,https://www.europarl.europa.eu/meps/en/113959,GUE-NGL,M_AndersonSF,192877061
Rasmus ANDRESEN,Germany,Group of the Greens/European Free Alliance,197448,Bündnis 90/Die Grünen,https://twitter.com/RasmusAndresen,https://www.facebook.com/AndresenRasmus/,https://www.europarl.europa.eu/meps/en/197448,Greens–EFA,RasmusAndresen,16606874
Eric ANDRIEU,France,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,113892,Parti socialiste,https://twitter.com/Eric_Andrieu,https://www.facebook.com/ericandrieu,https://www.europarl.europa.eu/meps/en/113892,S&D,EricAndrieuEU,415475621
Mathilde ANDROUËT,France,Identity and Democracy Group,197691,Rassemblement national,NA,https://www.facebook.com/elsa.vassent,https://www.europarl.europa.eu/meps/en/197691,ID,NA,NA
Nikos ANDROULAKIS,Greece,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,125110,PASOK-KINAL,https://twitter.com/androulakisnick,https://www.facebook.com/androulakisnikosgr/,https://www.europarl.europa.eu/meps/en/125110,S&D,androulakisnick,581103570
Gerolf ANNEMANS,Belgium,Identity and Democracy Group,124973,Vlaams Belang,NA,NA,https://www.europarl.europa.eu/meps/en/124973,ID,gannemans,145252665
Andrus ANSIP,Estonia,Renew Europe Group,124696,Eesti Reformierakond,https://twitter.com/Ansip_EU,NA,https://www.europarl.europa.eu/meps/en/124696,RE,Ansip_EU,2803587655
Attila ARA-KOVÁCS,Hungary,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197587,Demokratikus Koalíció,NA,NA,https://www.europarl.europa.eu/meps/en/197587,S&D,AraKovacs,2226678240
Maria ARENA,Belgium,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124936,Parti Socialiste,https://twitter.com/Mariearenaps,https://www.facebook.com/Marie-Arena,https://www.europarl.europa.eu/meps/en/124936,S&D,Mariearenaps,143828745
Pablo ARIAS ECHEVERRÍA,Spain,Group of the European People's Party (Christian Democrats),96808,Partido Popular,NA,NA,https://www.europarl.europa.eu/meps/en/96808,EPP,NA,NA
Pascal ARIMONT,Belgium,Group of the European People's Party (Christian Democrats),24922,Christlich Soziale Partei,NA,https://www.facebook.com/pascalarimont.official,https://www.europarl.europa.eu/meps/en/24922,EPP,pascal_arimont,3393988786
Bartosz ARŁUKOWICZ,Poland,Group of the European People's Party (Christian Democrats),197492,Platforma Obywatelska,https://twitter.com/Arlukowicz,http://www.facebook.com/bartosz.arlukowicz,https://www.europarl.europa.eu/meps/en/197492,EPP,Arlukowicz,101561338
Clotilde ARMAND,Romania,Renew Europe Group,197664,Uniunea Salvați România,https://twitter.com/clotilde_armand,https://www.facebook.com/clotildearmand.ro/,https://www.europarl.europa.eu/meps/en/197664,RE,clotilde_armand,708168822868418560
Konstantinos ARVANITIS,Greece,Confederal Group of the European United Left - Nordic Green Left,197701,Coalition of the Radical Left,NA,https://www.facebook.com/arvanitis.kostas,https://www.europarl.europa.eu/meps/en/197701,GUE-NGL,NA,NA
Anna-Michelle ASIMAKOPOULOU,Greece,Group of the European People's Party (Christian Democrats),197695,Nea Demokratia,https://twitter.com/annaasimakopoul,https://www.facebook.com/AnnaMichelleAsimakopoulou/,https://www.europarl.europa.eu/meps/en/197695,EPP,AnnaAsimakopoul,533041104
Manon AUBRY,France,Confederal Group of the European United Left - Nordic Green Left,197533,La France Insoumise,https://twitter.com/manonaubryfr,https://www.facebook.com/ManonAubryFR,https://www.europarl.europa.eu/meps/en/197533,GUE-NGL,ManonAubryFr,2850651695
Margrete AUKEN,Denmark,Group of the Greens/European Free Alliance,28161,Socialistisk Folkeparti,https://twitter.com/MargreteAuken,https://www.facebook.com/margreteauken,https://www.europarl.europa.eu/meps/en/28161,Greens–EFA,MargreteAuken,37643162
Petras AUŠTREVIČIUS,Lithuania,Renew Europe Group,124766,Lietuvos Respublikos liberalų sąjūdis,https://twitter.com/petras_petras,https://www.facebook.com/PetroAustreviciausbiuras,https://www.europarl.europa.eu/meps/en/124766,RE,petras_petras,1314652063
Carmen AVRAM,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197651,Partidul Social Democrat,NA,NA,https://www.europarl.europa.eu/meps/en/197651,S&D,carmenavram,26862888
Malik AZMANI,Netherlands,Renew Europe Group,197781,Volkspartij voor Vrijheid en Democratie,https://twitter.com/MalikAzmani,https://www.facebook.com/MalikAzmaniVVD,https://www.europarl.europa.eu/meps/en/197781,RE,MalikAzmani,389687289
Simona BALDASSARRE,Italy,Identity and Democracy Group,197789,Lega,NA,NA,https://www.europarl.europa.eu/meps/en/197789,ID,SR_Baldassarre,1124948208457797632
Marek Paweł BALT,Poland,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197495,Sojusz Lewicy Demokratycznej,https://twitter.com/poselbalt,https://www.facebook.com/baltmarek,https://www.europarl.europa.eu/meps/en/197495,S&D,PoselBalt,1105362661
Jordan BARDELLA,France,Identity and Democracy Group,131580,Rassemblement national,https://twitter.com/J_Bardella,https://www.facebook.com/JordanBardella/,https://www.europarl.europa.eu/meps/en/131580,ID,J_Bardella,1499400284
Katarina BARLEY,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197433,Sozialdemokratische Partei Deutschlands,https://twitter.com/KATARINABARLEY,https://www.facebook.com/katarina.barley/,https://www.europarl.europa.eu/meps/en/197433,S&D,katarinabarley,4097559143
Pernando BARRENA ARZA,Spain,Confederal Group of the European United Left - Nordic Green Left,197684,EH BILDU,https://twitter.com/pernandobarrena,NA,https://www.europarl.europa.eu/meps/en/197684,GUE-NGL,pernandobarrena,294868010
Pietro BARTOLO,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197808,Partito Democratico,NA,NA,https://www.europarl.europa.eu/meps/en/197808,S&D,bartolopietro1,780024711510130689
Traian BĂSESCU,Romania,Group of the European People's Party (Christian Democrats),197671,Partidul Mișcarea Populară,https://twitter.com/tbasescu,https://www.facebook.com/PresedinteleTraianBasescu,https://www.europarl.europa.eu/meps/en/197671,EPP,tbasescu,80913434
Alessandra BASSO,Italy,Identity and Democracy Group,197610,Lega,NA,https://www.facebook.com/alessandrabassoMEP,https://www.europarl.europa.eu/meps/en/197610,ID,alebassoMEP,1125036710222532608
José Ramón BAUZÁ DÍAZ,Spain,Renew Europe Group,197779,Ciudadanos – Partido de la Ciudadanía,https://twitter.com/jrbauza,https://www.facebook.com/joseramonbauza,https://www.europarl.europa.eu/meps/en/197779,RE,JRBauza,117705468
Nicolas BAY,France,Identity and Democracy Group,124760,Rassemblement national,https://twitter.com/NicolasBay_,https://www.facebook.com/NicolasBayFN/,https://www.europarl.europa.eu/meps/en/124760,ID,NicolasBay_,2443718293
Catherine BEARDER,United Kingdom,Renew Europe Group,96955,Liberal Democrats,https://twitter.com/catherinemep,https://www.facebook.com/catherinebeardermep/,https://www.europarl.europa.eu/meps/en/96955,RE,catherinemep,454779231
Gunnar BECK,Germany,Identity and Democracy Group,132191,Alternative für Deutschland,NA,NA,https://www.europarl.europa.eu/meps/en/132191,ID,NA,NA
Nicola BEER,Germany,Renew Europe Group,197437,Freie Demokratische Partei,https://twitter.com/nicolabeerfdp,https://www.facebook.com/nicolabeerfdp,https://www.europarl.europa.eu/meps/en/197437,RE,nicolabeerfdp,828623998921629696
Tiziana BEGHIN,Italy,Non-attached Members,124777,Movimento 5 Stelle,https://twitter.com/beghin_t,https://www.facebook.com/tizianabeghineuropa/,https://www.europarl.europa.eu/meps/en/124777,"NA",beghin_t,2343845391
Aurelia BEIGNEUX,France,Identity and Democracy Group,197680,Rassemblement national,NA,NA,https://www.europarl.europa.eu/meps/en/197680,ID,AureliaBeigneux,491560128
Marek BELKA,Poland,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197496,Sojusz Lewicy Demokratycznej,NA,NA,https://www.europarl.europa.eu/meps/en/197496,S&D,profMarekBelka,1107063220307746816
François-Xavier BELLAMY,France,Group of the European People's Party (Christian Democrats),197534,Les Républicains,NA,NA,https://www.europarl.europa.eu/meps/en/197534,EPP,fxbellamy,261860968
Adrian-Dragoş BENEA,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197658,Partidul Social Democrat,NA,https://www.facebook.com/dragosbenea/,https://www.europarl.europa.eu/meps/en/197658,S&D,NA,NA
Brando BENIFEI,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124867,Partito Democratico,https://twitter.com/brandobenifei,https://www.facebook.com/benifeibrando,https://www.europarl.europa.eu/meps/en/124867,S&D,brandobenifei,87306292
Isabel BENJUMEA BENJUMEA,Spain,Group of the European People's Party (Christian Democrats),197679,Partido Popular,NA,NA,https://www.europarl.europa.eu/meps/en/197679,EPP,IsabelBenjumea,567222705
Phil BENNION,United Kingdom,Renew Europe Group,112014,Liberal Democrats,https://twitter.com/philbennion,https://www.facebook.com/PhilBennionMep/,https://www.europarl.europa.eu/meps/en/112014,RE,PhilBennion,615011876
Monika BEŇOVÁ,Slovakia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,23868,SMER-Sociálna demokracia,NA,https://www.facebook.com/monikabenovaep,https://www.europarl.europa.eu/meps/en/23868,S&D,monika_benova,1141000603960782849
Hildegard BENTELE,Germany,Group of the European People's Party (Christian Democrats),197408,Christlich Demokratische Union Deutschlands,https://twitter.com/hildebentele,https://www.facebook.com/hildegard.bentele.cdu/,https://www.europarl.europa.eu/meps/en/197408,EPP,hildebentele,2429391577
Tom BERENDSEN,Netherlands,Group of the European People's Party (Christian Democrats),197778,Christen Democratisch Appèl,NA,NA,https://www.europarl.europa.eu/meps/en/197778,EPP,tbwberendsen,276687941
Lars Patrick BERG,Germany,Identity and Democracy Group,197478,Alternative für Deutschland,https://twitter.com/larspatrickberg,https://www.facebook.com/larspatrickberg/,https://www.europarl.europa.eu/meps/en/197478,ID,LarsPatrickBerg,968841871555465217
Stefan BERGER,Germany,Group of the European People's Party (Christian Democrats),197410,Christlich Demokratische Union Deutschlands,NA,https://www.facebook.com/StefanBergerEU/,https://www.europarl.europa.eu/meps/en/197410,EPP,DrStefanBerger,46128473
Erik BERGKVIST,Sweden,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197396,Arbetarepartiet- Socialdemokraterna,NA,https://www.facebook.com/Erik.Bergkvist.till.Europaparlamentet/,https://www.europarl.europa.eu/meps/en/197396,S&D,NA,NA
Silvio BERLUSCONI,Italy,Group of the European People's Party (Christian Democrats),4391,Forza Italia,NA,NA,https://www.europarl.europa.eu/meps/en/4391,EPP,berlusconi,920277002858500096
Alexander BERNHUBER,Austria,Group of the European People's Party (Christian Democrats),197648,Österreichische Volkspartei,NA,https://www.facebook.com/alexbernhuber/,https://www.europarl.europa.eu/meps/en/197648,EPP,NA,NA
Robert BIEDROŃ,Poland,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197498,Wiosna,https://twitter.com/robertbiedron,https://www.facebook.com/RobertBiedron/,https://www.europarl.europa.eu/meps/en/197498,S&D,RobertBiedron,466781777
Adam BIELAN,Poland,European Conservatives and Reformists Group,23788,Prawo i Sprawiedliwość,http://twitter.com/AdamBielan,https://www.facebook.com/adambielan,https://www.europarl.europa.eu/meps/en/23788,ECR,AdamBielan,40022142
Stéphane BIJOUX,France,Renew Europe Group,197551,La République en marche,NA,NA,https://www.europarl.europa.eu/meps/en/197551,RE,StephaneBIJOUX,1083411992
Izaskun BILBAO BARANDICA,Spain,Renew Europe Group,96922,Partido Nacionalista Vasco,https://twitter.com/IzaskunBilbaoB,https://www.facebook.com/izaskunbilbao,https://www.europarl.europa.eu/meps/en/96922,RE,IzaskunBilbaoB,1870872692
Vladimír BILČÍK,Slovakia,Group of the European People's Party (Christian Democrats),197771,SPOLU – občianska demokracia,https://twitter.com/vladobilcik,https://www.facebook.com/Bilcik.Vladimir/,https://www.europarl.europa.eu/meps/en/197771,EPP,VladoBilcik,3129707609
Dominique BILDE,France,Identity and Democracy Group,124771,Rassemblement national,https://twitter.com/dominiquebilde,https://www.facebook.com/dominiquebilde,https://www.europarl.europa.eu/meps/en/124771,ID,DominiqueBilde,3065992036
Gabriele BISCHOFF,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197435,Sozialdemokratische Partei Deutschlands,NA,NA,https://www.europarl.europa.eu/meps/en/197435,S&D,gabischoff,3541939462
Benoît BITEAU,France,Group of the Greens/European Free Alliance,197512,Europe Écologie,https://twitter.com/Identi_Terre,https://fr-fr.facebook.com/benoit.biteau.9,https://www.europarl.europa.eu/meps/en/197512,Greens–EFA,Identi_Terre,601028185
Mara BIZZOTTO,Italy,Identity and Democracy Group,97198,Lega,NA,https://www.facebook.com/marabizzotto/,https://www.europarl.europa.eu/meps/en/97198,ID,marabizzotto,890601120040615936
Malin BJÖRK,Sweden,Confederal Group of the European United Left - Nordic Green Left,124992,Vänsterpartiet,https://twitter.com/MalinBjork_EU,NA,https://www.europarl.europa.eu/meps/en/124992,GUE-NGL,MalinBjork_EU,2289930074
Vasile BLAGA,Romania,Group of the European People's Party (Christian Democrats),197637,Partidul Naţional Liberal,NA,NA,https://www.europarl.europa.eu/meps/en/197637,EPP,NA,NA
Hynek BLAŠKO,Czechia,Identity and Democracy Group,197564,Svoboda a přímá demokracie,NA,https://www.facebook.com/stranaprav/posts/10155066925053207,https://www.europarl.europa.eu/meps/en/197564,ID,NA,NA
Vilija BLINKEVIČIŪTĖ,Lithuania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,96681,Lietuvos socialdemokratų partija,NA,NA,https://www.europarl.europa.eu/meps/en/96681,S&D,NA,NA
Michael BLOSS,Germany,Group of the Greens/European Free Alliance,197449,Bündnis 90/Die Grünen,https://twitter.com/michabl,https://www.facebook.com/Bloss.EU/,https://www.europarl.europa.eu/meps/en/197449,Greens–EFA,michabl,20344328
Andrea BOCSKOR,Hungary,Group of the European People's Party (Christian Democrats),124712,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,NA,https://www.facebook.com/BocskorAndreaEP/,https://www.europarl.europa.eu/meps/en/124712,EPP,AndreaBocskor,871783295813660677
Damian BOESELAGER,Germany,Group of the Greens/European Free Alliance,197439,Volt,https://twitter.com/d_boeselager,https://www.facebook.com/damina.boeselager,https://www.europarl.europa.eu/meps/en/197439,Greens–EFA,d_boeselager,832097871893770240
Ioan-Rareş BOGDAN,Romania,Group of the European People's Party (Christian Democrats),197636,Partidul Naţional Liberal,NA,https://www.facebook.com/Rares.I.Bogdan,https://www.europarl.europa.eu/meps/en/197636,EPP,NA,NA
Franc BOGOVIČ,Slovenia,Group of the European People's Party (Christian Democrats),125004,Slovenska ljudska stranka,https://twitter.com/Franc_Bogovic,https://www.facebook.com/FrancBogovic.SLS,https://www.europarl.europa.eu/meps/en/125004,EPP,Franc_Bogovic,2803444640
Manuel BOMPARD,France,Confederal Group of the European United Left - Nordic Green Left,197521,La France Insoumise,https://twitter.com/mbompard,https://facebook.com/mbompard,https://www.europarl.europa.eu/meps/en/197521,GUE-NGL,mbompard,250323361
Simona BONAFÈ,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124814,Partito Democratico,https://twitter.com/simonabonafe,https://www.facebook.com/simona.bonafe.5,https://www.europarl.europa.eu/meps/en/124814,S&D,simonabonafe,391945446
Anna BONFRISCO,Italy,Identity and Democracy Group,197788,Lega,NA,NA,https://www.europarl.europa.eu/meps/en/197788,ID,NA,NA
Paolo BORCHIA,Italy,Identity and Democracy Group,101039,Lega,https://twitter.com/paoloborchia,https://www.facebook.com/PaoloBorchiaofficial/,https://www.europarl.europa.eu/meps/en/101039,ID,PaoloBorchia,2585792659
Biljana BORZAN,Croatia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,112748,Socijaldemokratska partija Hrvatske,https://twitter.com/BiljanaBorzan,https://www.facebook.com/pages/Biljana-Borzan/478557245556978,https://www.europarl.europa.eu/meps/en/112748,S&D,BiljanaBorzan,1560926802
Marc BOTENGA,Belgium,Confederal Group of the European United Left - Nordic Green Left,187917,Parti du Travail de Belgique,https://twitter.com/botengam,https://www.facebook.com/botengam,https://www.europarl.europa.eu/meps/en/187917,GUE-NGL,BotengaM,1055950916
Vlad-Marius BOTOŞ,Romania,Renew Europe Group,197668,Uniunea Salvați România,NA,NA,https://www.europarl.europa.eu/meps/en/197668,RE,NA,NA
Geert BOURGEOIS,Belgium,European Conservatives and Reformists Group,197467,Nieuw-Vlaamse Alliantie,NA,NA,https://www.europarl.europa.eu/meps/en/197467,ECR,GeertBourgeois,994821734
Gilles BOYER,France,Renew Europe Group,197577,Indépendant,https://twitter.com/gillesboyer,NA,https://www.europarl.europa.eu/meps/en/197577,RE,GillesBoyer,102948151
Patrick BREYER,Germany,Group of the Greens/European Free Alliance,197431,Piratenpartei Deutschland,https://twitter.com/echo_pbreyer,NA,https://www.europarl.europa.eu/meps/en/197431,Greens–EFA,echo_pbreyer,993792060548435968
Milan BRGLEZ,Slovenia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197446,Socialni demokrati,NA,https://www.facebook.com/milan.brglez,https://www.europarl.europa.eu/meps/en/197446,S&D,NA,NA
Saskia BRICMONT,Belgium,Group of the Greens/European Free Alliance,197470,Ecologistes Confédérés pour l'Organisation de Luttes Originales,https://twitter.com/bricmontsaskia,https://www.facebook.com/bricmontsaskia,https://www.europarl.europa.eu/meps/en/197470,Greens–EFA,bricmontsaskia,29032586
Jane BROPHY,United Kingdom,Renew Europe Group,197716,Liberal Democrats,https://twitter.com/JaneBrophyLD,https://www.facebook.com/JaneBrophyLD,https://www.europarl.europa.eu/meps/en/197716,RE,JaneBrophyLD,4099573113
Joachim Stanisław BRUDZIŃSKI,Poland,European Conservatives and Reformists Group,197501,Prawo i Sprawiedliwość,https://twitter.com/jbrudzinski,https://www.facebook.com/JoachimBrudzinski,https://www.europarl.europa.eu/meps/en/197501,ECR,jbrudzinski,114159548
Annika BRUNA,France,Identity and Democracy Group,182995,Rassemblement national,NA,NA,https://www.europarl.europa.eu/meps/en/182995,ID,NA,NA
Sylvie BRUNET,France,Renew Europe Group,197576,Mouvement Démocrate,https://twitter.com/syl_brunet,NA,https://www.europarl.europa.eu/meps/en/197576,RE,syl_brunet,4909186157
Markus BUCHHEIT,Germany,Identity and Democracy Group,128483,Alternative für Deutschland,NA,NA,https://www.europarl.europa.eu/meps/en/128483,ID,BuchheitMarkus,1153326441628651521
Klaus BUCHNER,Germany,Group of the Greens/European Free Alliance,124818,Ökologisch-Demokratische Partei,https://twitter.com/Dr_KlausBuchner,https://www.facebook.com/prof.dr.klausbuchner,https://www.europarl.europa.eu/meps/en/124818,Greens–EFA,Dr_KlausBuchner,2257770468
Daniel BUDA,Romania,Group of the European People's Party (Christian Democrats),125012,Partidul Naţional Liberal,https://twitter.com/MEPDanielBuda,https://www.facebook.com/MEPDanielBuda/,https://www.europarl.europa.eu/meps/en/125012,EPP,MEPDanielBuda,3833423967
David BULL,United Kingdom,Non-attached Members,197715,The Brexit Party,https://twitter.com/drdavidbull,NA,https://www.europarl.europa.eu/meps/en/197715,"NA",drdavidbull,22464893
Udo BULLMANN,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,4267,Sozialdemokratische Partei Deutschlands,NA,NA,https://www.europarl.europa.eu/meps/en/4267,S&D,UdoBullmann,2461432297
Jonathan BULLOCK,United Kingdom,Non-attached Members,188733,The Brexit Party,NA,NA,https://www.europarl.europa.eu/meps/en/188733,"NA",JonathanMEP,894914855467180037
Judith BUNTING,United Kingdom,Renew Europe Group,197739,Liberal Democrats,https://twitter.com/judithbuntingld,https://www.facebook.com/JudithBuntingforEurope/,https://www.europarl.europa.eu/meps/en/197739,RE,JudithBuntingLD,566536507
Delara BURKHARDT,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197440,Sozialdemokratische Partei Deutschlands,https://twitter.com/delarabur,https://www.facebook.com/delarabur,https://www.europarl.europa.eu/meps/en/197440,S&D,delarabur,1133570430
Martin BUSCHMANN,Germany,Confederal Group of the European United Left - Nordic Green Left,197434,Partei Mensch Umwelt Tierschutz,https://twitter.com/buschmannmartin,https://www.facebook.com/EUWahl2019/,https://www.europarl.europa.eu/meps/en/197434,GUE-NGL,BuschmannMartin,1041644034849103872
Cristian-Silviu BUŞOI,Romania,Group of the European People's Party (Christian Democrats),38420,Partidul Naţional Liberal,NA,http://www.facebook.com/profile.php?id=1536380222,https://www.europarl.europa.eu/meps/en/38420,EPP,NA,NA
Reinhard BÜTIKOFER,Germany,Group of the Greens/European Free Alliance,96739,Bündnis 90/Die Grünen,NA,NA,https://www.europarl.europa.eu/meps/en/96739,Greens–EFA,bueti,20610385
Jorge BUXADÉ VILLALBA,Spain,European Conservatives and Reformists Group,197829,VOX,https://twitter.com/jorgebuxade,https://www.facebook.com/Jorge-Buxadé-Villalba-264967356864656/,https://www.europarl.europa.eu/meps/en/197829,ECR,Jorgebuxade,154110601
Jerzy BUZEK,Poland,Group of the European People's Party (Christian Democrats),28269,Platforma Obywatelska,http://twitter.com/JerzyBuzek,https://www.facebook.com/jerzykarol.buzek,https://www.europarl.europa.eu/meps/en/28269,EPP,JerzyBuzek,104782747
Carlo CALENDA,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197617,Partito Democratico,NA,NA,https://www.europarl.europa.eu/meps/en/197617,S&D,CarloCalenda,2416067982
Marco CAMPOMENOSI,Italy,Identity and Democracy Group,35016,Lega,https://twitter.com/mcampomenosi,https://www.facebook.com/marco.campomenosi/,https://www.europarl.europa.eu/meps/en/35016,ID,Mcampomenosi,NA
Jordi CAÑAS,Spain,Renew Europe Group,126644,Ciudadanos – Partido de la Ciudadanía,https://twitter.com/jordi_canyas,https://www.facebook.com/jordi.canas,https://www.europarl.europa.eu/meps/en/126644,RE,jordi_canyas,173541298
Pascal CANFIN,France,Renew Europe Group,96711,Liste Renaissance,https://twitter.com/pcanfin,https://www.facebook.com/pascal.canfin.7/,https://www.europarl.europa.eu/meps/en/96711,RE,pcanfin,135430876
Damien CARÊME,France,Group of the Greens/European Free Alliance,197574,Europe Écologie,https://twitter.com/damiencareme,NA,https://www.europarl.europa.eu/meps/en/197574,Greens–EFA,DamienCAREME,115702103
Andrea CAROPPO,Italy,Identity and Democracy Group,197797,Lega,https://twitter.com/caroppo_andrea,https://www.facebook.com/AndreaCaroppoOfficial/,https://www.europarl.europa.eu/meps/en/197797,ID,caroppo_andrea,1117008833715556353
Matt CARTHY,Ireland,Confederal Group of the European United Left - Nordic Green Left,124986,Sinn Féin,https://twitter.com/mattcarthy,http://www.facebook.com/MattCarthySF,https://www.europarl.europa.eu/meps/en/124986,GUE-NGL,mattcarthy,26586771
Isabel CARVALHAIS,Portugal,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,199996,Partido Socialista,NA,NA,https://www.europarl.europa.eu/meps/en/199996,S&D,NA,NA
Maria Da Graça CARVALHO,Portugal,Group of the European People's Party (Christian Democrats),96867,Partido Social Democrata,https://twitter.com/mgracacarvalho,https://www.facebook.com/mgracacarvalhopt/,https://www.europarl.europa.eu/meps/en/96867,EPP,mgracacarvalho,30360274
David CASA,Malta,Group of the European People's Party (Christian Democrats),28122,Partit Nazzjonalista,https://twitter.com/DavidCasaMEP,https://www.facebook.com/DavidCasaMEP/,https://www.europarl.europa.eu/meps/en/28122,EPP,DavidCasaMEP,2279351990
Massimo CASANOVA,Italy,Identity and Democracy Group,197796,Lega,NA,NA,https://www.europarl.europa.eu/meps/en/197796,ID,NA,NA
Daniel CASPARY,Germany,Group of the European People's Party (Christian Democrats),28219,Christlich Demokratische Union Deutschlands,https://twitter.com/caspary,https://www.facebook.com/daniel.caspary.mdep/,https://www.europarl.europa.eu/meps/en/28219,EPP,caspary,17780822
Fabio Massimo CASTALDO,Italy,Non-attached Members,124812,Movimento 5 Stelle,https://twitter.com/FMCastaldo,http://facebook.com/FabioMassimoCastaldo,https://www.europarl.europa.eu/meps/en/124812,"NA",FMCastaldo,1368850908
